Virus name	Accession ID	Collection date	Location	Host	Passage	Specimen	Additional host information	Sequencing technology	Assembly method	Comment	Comment type	Lineage	Clade
hCoV-19/USA/CA-CDC-FG-020861/2021	EPI_ISL_1666034	2021-04-11	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	Gap of 3 nucleotides when compared to the reference sequence.	info	B.1.429	GH
hCoV-19/USA/CA-CDC-FG-020862/2021	EPI_ISL_1666035	2021-04-11	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	Stretches of NNNs (4.85% of overall sequence). Gap of 33 nucleotides when compared to the reference sequence.	warn	B.1.526.2	GH
hCoV-19/USA/CA-CDC-FG-020863/2021	EPI_ISL_1666036	2021-04-11	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	Gap of 10 nucleotides when compared to the reference sequence.	info	B.1.526	GH
hCoV-19/USA/CA-CDC-FG-020864/2021	EPI_ISL_1666037	2021-04-11	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/CA-CDC-FG-020865/2021	EPI_ISL_1666038	2021-04-10	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	Long stretches of NNNs (9.30% of overall sequence). NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	alert	B.1.1.7	GRY
hCoV-19/USA/CA-CDC-FG-020869/2021	EPI_ISL_1666039	2021-04-11	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	Stretches of NNNs (1.17% of overall sequence). NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
hCoV-19/USA/CA-CDC-FG-020870/2021	EPI_ISL_1666040	2021-04-11	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	Gap of 4 nucleotide(s) found at refpos 28065 (frameshift confirmed by the submitter). Gap of 23 nucleotides when compared to the reference sequence. NS8 without BLAST coverage.	info	B.1.1.7	GRY
hCoV-19/USA/CA-CDC-FG-020871/2021	EPI_ISL_1666041	2021-04-11	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	Stretches of NNNs (2.50% of overall sequence). NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
hCoV-19/USA/CA-CDC-FG-020872/2021	EPI_ISL_1666042	2021-04-11	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/CA-CDC-FG-020874/2021	EPI_ISL_1666043	2021-04-10	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	Stretches of NNNs (1.18% of overall sequence). Gap of 13 nucleotides when compared to the reference sequence.	warn	B.1.526.1	GH
hCoV-19/USA/CA-CDC-FG-020875/2021	EPI_ISL_1666044	2021-04-11	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/CA-CDC-FG-020876/2021	EPI_ISL_1666045	2021-04-10	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3			B.1.429	GH
hCoV-19/USA/CA-CDC-FG-020879/2021	EPI_ISL_1666046	2021-04-11	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	Stretches of NNNs (4.88% of overall sequence). NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
hCoV-19/USA/CA-CDC-FG-020880/2021	EPI_ISL_1666047	2021-04-11	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/CA-CDC-FG-020881/2021	EPI_ISL_1666048	2021-04-11	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	Stretches of NNNs (2.80% of overall sequence). NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
hCoV-19/USA/CA-CDC-FG-020882/2021	EPI_ISL_1666049	2021-04-11	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	Stretches of NNNs (1.02% of overall sequence). NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
hCoV-19/USA/CA-CDC-FG-020885/2021	EPI_ISL_1666050	2021-04-11	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	Long stretches of NNNs (7.78% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence.	alert	B.1.526	GH
hCoV-19/USA/CA-CDC-FG-020886/2021	EPI_ISL_1666051	2021-04-10	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/CA-CDC-FG-020887/2021	EPI_ISL_1666052	2021-04-11	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/CA-CDC-FG-020889/2021	EPI_ISL_1666053	2021-04-11	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	Stretches of NNNs (1.77% of overall sequence). Gap of 18 nucleotides when compared to the reference sequence.	warn	B.1.351	GH
hCoV-19/USA/CA-CDC-FG-020894/2021	EPI_ISL_1666054	2021-04-11	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	Stretches of NNNs (1.18% of overall sequence). NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
hCoV-19/USA/CA-CDC-FG-020895/2021	EPI_ISL_1666055	2021-04-11	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	Stretches of NNNs (1.00% of overall sequence).	warn	B.1.429	GH
hCoV-19/USA/CA-CDC-FG-020899/2021	EPI_ISL_1666056	2021-04-10	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	Stretches of NNNs (2.34% of overall sequence). NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
hCoV-19/USA/CA-CDC-FG-020997/2021	EPI_ISL_1666126	2021-04-12	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	Long stretches of NNNs (5.66% of overall sequence).	alert	B.1.1	GR
hCoV-19/USA/CA-CDC-FG-020998/2021	EPI_ISL_1666127	2021-04-12	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3			B.1.1.519	GR
hCoV-19/USA/CA-CDC-FG-021000/2021	EPI_ISL_1666128	2021-04-12	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	Stretches of NNNs (1.01% of overall sequence).	warn	B.1.429	GH
hCoV-19/USA/CA-CDC-FG-021002/2021	EPI_ISL_1666129	2021-04-12	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	Gap of 18 nucleotides when compared to the reference sequence.	info	B.1.351	GH
hCoV-19/USA/CA-CDC-FG-021003/2021	EPI_ISL_1666130	2021-04-12	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	Stretches of NNNs (1.19% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence.	warn	B.1.526	GH
hCoV-19/USA/CA-CDC-FG-021007/2021	EPI_ISL_1666131	2021-04-12	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	Insertion of 11 nucleotides when compared to the reference sequence. Gap of 9 nucleotides when compared to the reference sequence.	info	P.1	GR
hCoV-19/USA/CA-CDC-FG-021008/2021	EPI_ISL_1666132	2021-04-12	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	Stretches of NNNs (1.01% of overall sequence). Insertion of 4 nucleotides when compared to the reference sequence. Gap of 9 nucleotides when compared to the reference sequence.	warn	P.1	GR
hCoV-19/USA/CA-CDC-FG-021009/2021	EPI_ISL_1666133	2021-04-12	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	Stretches of NNNs (4.57% of overall sequence).	warn	B.1.429	GH
hCoV-19/USA/CA-CDC-FG-021010/2021	EPI_ISL_1666134	2021-04-12	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 25 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/CA-CDC-FG-021011/2021	EPI_ISL_1666135	2021-04-12	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	Stretches of NNNs (2.08% of overall sequence). NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
hCoV-19/USA/CA-CDC-FG-021012/2021	EPI_ISL_1666136	2021-04-12	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 22 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/CA-CDC-FG-021013/2021	EPI_ISL_1666137	2021-04-12	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3			B.1.429	GH
hCoV-19/USA/CA-CDC-FG-021014/2021	EPI_ISL_1666138	2021-04-12	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/CA-CDC-FG-021016/2021	EPI_ISL_1666139	2021-04-12	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	Stretches of NNNs (1.01% of overall sequence).	warn	B.1.429	GH
hCoV-19/USA/CA-CDC-FG-020354/2021	EPI_ISL_1667350	2021-04-10	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	Gap of 10 nucleotides when compared to the reference sequence.	info	B.1	GH
hCoV-19/USA/CA-CDC-FG-020355/2021	EPI_ISL_1667351	2021-04-11	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/CA-CDC-FG-020356/2021	EPI_ISL_1667352	2021-04-11	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	Stretches of NNNs (2.48% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence.	warn	B.1.526	GH
hCoV-19/USA/CA-CDC-FG-020357/2021	EPI_ISL_1667353	2021-04-11	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	Gap of 1 nucleotides when compared to the reference sequence.	info	B.1.617.1	G
hCoV-19/USA/CA-CDC-FG-020358/2021	EPI_ISL_1667354	2021-04-11	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	Stretches of NNNs (1.28% of overall sequence). NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
hCoV-19/USA/CA-CDC-FG-020361/2021	EPI_ISL_1667355	2021-04-10	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3			B.1.2	GH
hCoV-19/USA/CA-CDC-FG-020362/2021	EPI_ISL_1667356	2021-04-10	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3			B.1.427	GH
hCoV-19/USA/CA-CDC-FG-020363/2021	EPI_ISL_1667357	2021-04-11	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	Stretches of NNNs (1.00% of overall sequence). Gap of 13 nucleotides when compared to the reference sequence.	warn	B.1.526.1	GH
hCoV-19/USA/CA-CDC-FG-020364/2021	EPI_ISL_1667358	2021-04-10	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	Stretches of NNNs (2.67% of overall sequence). Gap of 1 nucleotides when compared to the reference sequence.	warn	B.1	GR
hCoV-19/USA/CA-CDC-FG-020365/2021	EPI_ISL_1667359	2021-04-10	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	Stretches of NNNs (3.55% of overall sequence). NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
hCoV-19/USA/CA-CDC-FG-020366/2021	EPI_ISL_1667360	2021-04-10	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	Insertion of 4 nucleotides when compared to the reference sequence. Gap of 9 nucleotides when compared to the reference sequence.	info	P.1	GR
hCoV-19/USA/CA-CDC-FG-020367/2021	EPI_ISL_1667361	2021-04-11	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 42 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
hCoV-19/USA/CA-CDC-FG-020368/2021	EPI_ISL_1667362	2021-04-10	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/CA-CDC-FG-020369/2021	EPI_ISL_1667363	2021-04-10	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/CA-CDC-FG-020370/2021	EPI_ISL_1667364	2021-04-10	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	Gap of 3 nucleotides when compared to the reference sequence.	info	B.1.427	GH
hCoV-19/USA/CA-CDC-FG-020371/2021	EPI_ISL_1667365	2021-04-10	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/CA-CDC-FG-020372/2021	EPI_ISL_1667366	2021-04-10	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	Stretches of NNNs (1.01% of overall sequence). NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
hCoV-19/USA/CA-CDC-FG-020373/2021	EPI_ISL_1667367	2021-04-11	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 22 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/CA-CDC-FG-020374/2021	EPI_ISL_1667368	2021-04-10	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/CA-CDC-FG-020375/2021	EPI_ISL_1667369	2021-04-10	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	Stretches of NNNs (1.01% of overall sequence). NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
hCoV-19/USA/CA-CDC-FG-020376/2021	EPI_ISL_1667370	2021-04-10	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	Stretches of NNNs (1.01% of overall sequence). NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
hCoV-19/USA/CA-CDC-FG-020379/2021	EPI_ISL_1667371	2021-04-10	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/CA-CDC-FG-020380/2021	EPI_ISL_1667372	2021-04-10	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	Stretches of NNNs (1.81% of overall sequence). Gap of 9 nucleotides when compared to the reference sequence.	warn	B.1	G
hCoV-19/USA/CA-CDC-FG-020381/2021	EPI_ISL_1667373	2021-04-11	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	Gap of 13 nucleotides when compared to the reference sequence.	info	B.1.526.1	GH
hCoV-19/USA/CA-CDC-FG-020382/2021	EPI_ISL_1667374	2021-04-10	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3	Stretches of NNNs (1.01% of overall sequence). NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
